order_item_id,order_id,product_id,quantity,unit_price,total_price
OI000123,O000477,P00025,2,412.09,824.18
OI000124,O000420,P00027,5,233.35,1166.75
OI000125,O000031,P00020,1,271.18,271.18
OI000126,O001192,P00073,4,199.72,798.88
OI000127,O000869,P00075,3,434.16,1302.48
OI000128,O000021,P00032,2,79.89,159.78
OI000129,O000532,P00007,5,428.15,2140.75
OI000130,O001497,P00058,4,411.79,1647.16
OI000131,O000603,P00032,3,166.69,500.07
OI000132,O001848,P00080,3,42.5,127.5
OI000133,O000663,P00096,3,254.31,762.93
OI000134,O000317,P00031,4,102.04,408.16
OI000135,O000141,P00074,5,491.65,2458.25
OI000136,O000101,P00084,2,105.16,210.32
OI000137,O001438,P00098,3,472.53,1417.59
OI000138,O001957,P00010,4,474.44,1897.76
OI000139,O000478,P00023,1,267.48,267.48
OI000140,O000266,P00026,2,204.92,409.84
OI000141,O000302,P00045,2,286.32,572.64
OI000142,O001877,P00041,4,485.99,1943.96
OI000143,O001955,P00039,5,231.5,1157.5
OI000144,O001619,P00068,5,425.04,2125.2
OI000145,O000443,P00045,3,236.49,709.47
OI000146,O000899,P00044,2,296.72,593.44
OI000147,O001235,P00077,3,60.31,180.93
OI000148,O001715,P00068,3,333.69,1001.07
OI000149,O001483,P00032,3,22.56,67.68
OI000150,O001062,P00079,3,23.99,71.97
OI000151,O000981,P00005,1,370.38,370.38
OI000152,O001957,P00097,2,398.28,796.56
OI000153,O000724,P00076,5,311.45,1557.25
OI000154,O001516,P00067,2,258.74,517.48
OI000155,O000040,P00051,1,31.04,31.04
OI000156,O000193,P00027,5,488.06,2440.3
OI000157,O001482,P00010,2,206.52,413.04
OI000158,O001333,P00029,1,442.19,442.19
OI000159,O001097,P00080,1,195.14,195.14
OI000160,O001348,P00082,4,58.84,235.36
OI000161,O001146,P00045,4,115.64,462.56
OI000162,O001173,P00033,4,339.26,1357.04
OI000163,O000508,P00060,5,377.73,1888.65
OI000164,O001506,P00025,3,31.07,93.21
OI000165,O000815,P00090,4,472.13,1888.52
OI000166,O000685,P00012,3,305.0,915.0
OI000167,O000102,P00065,2,407.69,815.38
OI000168,O000890,P00046,5,396.88,1984.4
OI000169,O001007,P00063,5,363.93,1819.65
OI000170,O000067,P00011,2,149.91,299.82
OI000171,O000263,P00045,5,227.23,1136.15
OI000172,O001102,P00087,5,445.32,2226.6
OI000173,O001907,P00036,4,467.32,1869.28
OI000174,O001318,P00075,2,148.64,297.28
OI000175,O001958,P00044,3,39.79,119.37
OI000176,O001025,P00033,3,66.71,200.13
OI000177,O001183,P00051,2,211.28,422.56
OI000178,O000048,P00087,5,264.39,1321.95
OI000179,O000822,P00011,5,40.67,203.35
OI000180,O001045,P00074,1,199.53,199.53
OI000181,O001927,P00058,4,248.3,993.2
OI000182,O001969,P00001,1,439.42,439.42
OI000183,O000308,P00100,2,355.44,710.88
OI000184,O001790,P00025,1,349.75,349.75
OI000185,O000860,P00058,2,456.74,913.48
OI000186,O001012,P00097,1,437.7,437.7
OI000187,O000970,P00004,1,487.93,487.93
OI000188,O001962,P00028,1,262.83,262.83
OI000189,O001114,P00044,4,37.6,150.4
OI000190,O001331,P00016,3,433.81,1301.43
OI000191,O001573,P00060,2,21.77,43.54
OI000192,O001896,P00049,4,283.83,1135.32
OI000193,O000453,P00044,4,364.84,1459.36
OI000194,O001878,P00042,1,384.64,384.64
OI000195,O001705,P00004,1,83.13,83.13
OI000196,O001485,P00021,4,72.27,289.08
OI000197,O001501,P00088,2,270.81,541.62
OI000198,O000497,P00086,4,150.89,603.56
OI000199,O001456,P00094,3,110.41,331.23
OI000200,O001502,P00028,1,158.21,158.21
OI000201,O000877,P00071,3,486.5,1459.5
OI000202,O000238,P00025,3,443.98,1331.94
OI000203,O001681,P00071,4,196.22,784.88
OI000204,O001357,P00025,4,86.35,345.4
OI000205,O001816,P00093,5,195.75,978.75
OI000206,O001350,P00007,5,344.18,1720.9
OI000207,O001278,P00094,5,408.53,2042.65
OI000208,O001722,P00081,4,452.3,1809.2
OI000209,O000157,P00078,5,404.11,2020.55
OI000210,O001872,P00078,3,79.81,239.43
OI000211,O001064,P00049,1,459.87,459.87
OI000212,O001231,P00049,4,367.26,1469.04
OI000213,O001179,P00020,5,121.01,605.05
OI000214,O000665,P00049,4,465.29,1861.16
OI000215,O000456,P00079,2,371.33,742.66
OI000216,O001086,P00078,4,445.68,1782.72
OI000217,O001959,P00045,4,222.07,888.28
OI000218,O000533,P00020,1,65.5,65.5
OI000219,O001165,P00002,1,454.71,454.71
OI000220,O001022,P00011,5,379.02,1895.1
OI000221,O000642,P00060,2,55.99,111.98
OI000222,O000975,P00025,1,130.52,130.52
OI000223,O000805,P00030,1,285.03,285.03
OI000224,O001450,P00004,1,484.1,484.1
OI000225,O000608,P00070,1,152.9,152.9
OI000226,O001339,P00088,3,91.43,274.29
OI000227,O000408,P00092,4,392.31,1569.24
OI000228,O000617,P00077,4,167.07,668.28
OI000229,O001075,P00045,1,461.59,461.59
OI000230,O001309,P00050,1,346.26,346.26
OI000231,O000990,P00099,1,149.77,149.77
OI000232,O001434,P00023,4,398.88,1595.52
OI000233,O000799,P00096,1,349.0,349.0
OI000234,O001262,P00021,4,95.51,382.04
OI000235,O000794,P00079,4,233.38,933.52
OI000236,O000289,P00098,1,116.24,116.24
OI000237,O001842,P00006,4,220.54,882.16
OI000238,O001772,P00037,3,94.55,283.65
OI000239,O001892,P00095,1,125.43,125.43
OI000240,O001622,P00047,5,43.12,215.6
OI000241,O001747,P00059,3,286.79,860.37
OI000242,O000850,P00033,4,19.82,79.28
OI000243,O001021,P00063,1,19.05,19.05
OI000244,O000829,P00044,2,252.35,504.7
OI000245,O001407,P00021,5,429.39,2146.95
OI000246,O001214,P00088,5,105.6,528.0
OI000247,O000776,P00055,2,96.44,192.88
OI000248,O001787,P00068,1,79.65,79.65
OI000249,O001253,P00085,2,426.04,852.08
OI000250,O000037,P00004,2,25.08,50.16
OI000251,O000767,P00076,5,181.98,909.9
OI000252,O000912,P00039,5,112.8,564.0
OI000253,O001483,P00017,5,258.04,1290.2
OI000254,O001151,P00066,1,375.62,375.62
OI000255,O000817,P00070,5,475.73,2378.65
OI000256,O000424,P00004,3,164.29,492.87
OI000257,O001687,P00084,3,323.54,970.62
OI000258,O000901,P00013,5,50.97,254.85
OI000259,O000511,P00038,2,213.44,426.88
OI000260,O001574,P00008,3,211.89,635.67
OI000261,O000237,P00008,5,185.65,928.25
OI000262,O001164,P00042,1,434.9,434.9
OI000263,O001522,P00053,3,264.23,792.69
OI000264,O000912,P00034,3,59.15,177.45
OI000265,O000143,P00075,5,400.29,2001.45
OI000266,O000521,P00073,4,25.49,101.96
OI000267,O000832,P00083,2,340.31,680.62
OI000268,O001844,P00067,5,193.34,966.7
OI000269,O000006,P00020,2,102.08,204.16
OI000270,O001895,P00055,3,34.66,103.98
OI000271,O000256,P00039,2,470.84,941.68
OI000272,O000601,P00008,5,361.27,1806.35
OI000273,O001320,P00008,3,118.7,356.1
OI000274,O001612,P00099,2,336.36,672.72
OI000275,O001843,P00026,5,108.41,542.05
OI000276,O000430,P00047,3,19.58,58.74
OI000277,O001623,P00087,5,493.81,2469.05
OI000278,O001222,P00040,3,42.57,127.71
OI000279,O001921,P00027,4,38.89,155.56
OI000280,O001859,P00100,2,233.87,467.74
OI000281,O000256,P00055,1,222.47,222.47
OI000282,O001549,P00054,2,120.36,240.72
OI000283,O001749,P00042,2,200.41,400.82
OI000284,O000063,P00002,5,288.41,1442.05
OI000285,O001117,P00036,3,267.32,801.96
OI000286,O000102,P00038,3,191.63,574.89
OI000287,O000948,P00062,2,76.47,152.94
OI000288,O001414,P00075,5,476.2,2381.0
OI000289,O001620,P00035,4,416.72,1666.88
OI000290,O000020,P00001,5,368.78,1843.9
OI000291,O001766,P00045,3,401.52,1204.56
OI000292,O000368,P00028,2,78.41,156.82
OI000293,O001586,P00001,1,83.01,83.01
OI000294,O000901,P00020,5,358.77,1793.85
OI000295,O001380,P00081,5,466.55,2332.75
OI000296,O001198,P00069,2,471.46,942.92
OI000297,O000020,P00010,2,310.6,621.2
OI000298,O001698,P00001,3,191.09,573.27
OI000299,O000873,P00091,4,111.43,445.72
OI000300,O000765,P00036,5,240.76,1203.8
OI000301,O001363,P00053,4,102.85,411.4
OI000302,O000226,P00038,3,377.26,1131.78
OI000303,O001825,P00003,3,249.09,747.27
OI000304,O001995,P00064,5,20.79,103.95
OI000305,O001097,P00075,2,312.82,625.64
OI000306,O000538,P00072,2,376.42,752.84
OI000307,O000730,P00062,3,441.34,1324.02
OI000308,O000497,P00048,1,245.95,245.95
OI000309,O000503,P00028,5,174.24,871.2
OI000310,O000220,P00020,1,19.26,19.26
OI000311,O000567,P00050,4,456.94,1827.76
OI000312,O000563,P00066,3,146.85,440.55
OI000313,O000395,P00022,2,231.8,463.6
OI000314,O000933,P00016,5,251.12,1255.6
OI000315,O001457,P00022,2,197.02,394.04
OI000316,O001405,P00048,4,352.02,1408.08
OI000317,O001296,P00008,4,427.6,1710.4
OI000318,O000410,P00097,5,435.82,2179.1
OI000319,O001606,P00029,1,474.51,474.51
OI000320,O001950,P00072,2,112.13,224.26
OI000321,O000292,P00075,4,489.16,1956.64
OI000322,O000098,P00028,5,56.6,283.0
OI000323,O001136,P00100,3,178.67,536.01
OI000324,O000420,P00027,4,327.2,1308.8
OI000325,O000430,P00059,1,160.39,160.39
OI000326,O000988,P00017,3,14.45,43.35
OI000327,O001153,P00091,5,460.24,2301.2
OI000328,O000989,P00056,4,14.72,58.88
OI000329,O001284,P00040,1,396.22,396.22
OI000330,O000155,P00090,1,456.97,456.97
OI000331,O001418,P00005,3,447.86,1343.58
OI000332,O000522,P00036,1,423.03,423.03
OI000333,O000724,P00013,4,214.22,856.88
OI000334,O001697,P00075,4,430.3,1721.2
OI000335,O000065,P00090,4,488.59,1954.36
OI000336,O001792,P00073,5,131.14,655.7
OI000337,O000639,P00065,5,207.79,1038.95
OI000338,O000795,P00004,5,233.63,1168.15
OI000339,O001545,P00021,4,292.79,1171.16
OI000340,O001459,P00071,3,397.32,1191.96
OI000341,O000596,P00086,5,48.29,241.45
OI000342,O001195,P00069,2,197.89,395.78
OI000343,O000227,P00069,4,153.51,614.04
OI000344,O001047,P00047,5,356.73,1783.65
OI000345,O000380,P00006,5,355.65,1778.25
OI000346,O001756,P00001,5,320.01,1600.05
OI000347,O001037,P00054,4,203.97,815.88
OI000348,O000962,P00078,2,334.27,668.54
OI000349,O000661,P00005,5,391.37,1956.85
OI000350,O001133,P00063,4,276.01,1104.04
OI000351,O000519,P00077,1,470.33,470.33
OI000352,O001988,P00031,3,86.2,258.6
OI000353,O001543,P00051,4,259.99,1039.96
OI000354,O001680,P00029,1,31.66,31.66
OI000355,O000653,P00025,2,320.59,641.18
OI000356,O001782,P00028,5,443.82,2219.1
OI000357,O000672,P00042,5,82.55,412.75
OI000358,O000414,P00022,5,411.97,2059.85
OI000359,O001615,P00046,3,303.08,909.24
OI000360,O000739,P00035,3,424.51,1273.53
OI000361,O000036,P00095,1,471.97,471.97
OI000362,O001608,P00070,4,340.37,1361.48
OI000363,O000594,P00075,5,362.85,1814.25
OI000364,O000050,P00079,4,145.63,582.52
OI000365,O001898,P00014,2,277.72,555.44
OI000366,O000891,P00011,1,485.52,485.52
OI000367,O001534,P00055,4,119.42,477.68
OI000368,O000160,P00009,2,373.5,747.0
OI000369,O000426,P00061,1,331.97,331.97
OI000370,O000545,P00024,5,477.89,2389.45
OI000371,O000842,P00003,5,163.68,818.4
OI000372,O000111,P00031,3,69.29,207.87
OI000373,O001031,P00081,1,194.76,194.76
OI000374,O000730,P00030,1,285.31,285.31
OI000375,O000098,P00025,5,255.52,1277.6
OI000376,O000754,P00074,4,255.33,1021.32
OI000377,O001008,P00021,3,455.3,1365.9
OI000378,O001444,P00067,4,216.01,864.04
OI000379,O001869,P00084,3,406.19,1218.57
OI000380,O000185,P00018,5,455.73,2278.65
OI000381,O001233,P00038,1,408.5,408.5
OI000382,O000918,P00035,3,90.7,272.1
OI000383,O000084,P00087,2,252.56,505.12
OI000384,O000017,P00012,1,420.84,420.84
OI000385,O001684,P00096,1,60.24,60.24
OI000386,O000226,P00005,2,381.97,763.94
OI000387,O000039,P00088,2,351.42,702.84
OI000388,O001284,P00091,3,361.69,1085.07
OI000389,O000235,P00042,2,73.56,147.12
OI000390,O001819,P00051,5,188.95,944.75
OI000391,O001601,P00064,4,12.18,48.72
OI000392,O001597,P00016,5,343.52,1717.6
OI000393,O000282,P00050,5,430.76,2153.8
OI000394,O000558,P00055,2,83.21,166.42
OI000395,O000238,P00009,1,172.34,172.34
OI000396,O000087,P00089,2,362.02,724.04
OI000397,O001769,P00066,2,130.26,260.52
OI000398,O000036,P00039,2,53.03,106.06
OI000399,O001893,P00091,1,268.39,268.39
OI000400,O001870,P00020,2,129.93,259.86
OI000401,O001238,P00060,5,210.12,1050.6
OI000402,O001935,P00087,4,134.46,537.84
OI000403,O001835,P00072,3,313.8,941.4
OI000404,O001347,P00067,2,137.42,274.84
OI000405,O000439,P00047,1,16.16,16.16
OI000406,O001313,P00074,2,416.5,833.0
OI000407,O001352,P00026,1,333.03,333.03
OI000408,O000713,P00003,3,458.62,1375.86
OI000409,O000695,P00093,3,33.93,101.79
OI000410,O001531,P00031,1,209.36,209.36
OI000411,O000215,P00040,3,118.58,355.74
OI000412,O000877,P00073,3,37.89,113.67
OI000413,O001791,P00035,2,12.87,25.74
OI000414,O000349,P00074,1,277.04,277.04
OI000415,O001154,P00054,5,365.45,1827.25
OI000416,O000294,P00018,3,19.63,58.89
OI000417,O001410,P00036,1,356.01,356.01
OI000418,O000802,P00076,4,403.18,1612.72
OI000419,O001865,P00067,1,453.96,453.96
OI000420,O000921,P00063,1,314.44,314.44
OI000421,O001199,P00011,2,303.62,607.24
OI000422,O001808,P00052,4,180.8,723.2
OI000423,O001217,P00019,3,241.26,723.78
OI000424,O001535,P00054,3,100.95,302.85
OI000425,O000832,P00018,1,278.33,278.33
OI000426,O001841,P00013,2,396.99,793.98
OI000427,O000436,P00085,3,393.36,1180.08
OI000428,O000646,P00092,3,70.58,211.74
OI000429,O000110,P00097,2,290.28,580.56
OI000430,O001939,P00004,1,310.73,310.73
OI000431,O000959,P00022,2,143.2,286.4
OI000432,O000431,P00047,2,248.42,496.84
OI000433,O000689,P00017,1,306.43,306.43
OI000434,O000321,P00098,5,343.09,1715.45
OI000435,O001051,P00096,2,288.12,576.24
OI000436,O001317,P00002,2,73.65,147.3
OI000437,O001239,P00045,1,272.5,272.5
OI000438,O001259,P00008,1,324.11,324.11
OI000439,O000708,P00006,3,486.22,1458.66
OI000440,O001228,P00098,2,435.66,871.32
OI000441,O001701,P00049,5,375.59,1877.95
OI000442,O001838,P00061,3,494.55,1483.65
OI000443,O000980,P00042,1,191.26,191.26
OI000444,O000965,P00059,2,220.0,440.0
OI000445,O000219,P00036,3,226.2,678.6
OI000446,O000778,P00097,1,429.56,429.56
OI000447,O000170,P00019,1,94.83,94.83
OI000448,O001386,P00063,1,36.77,36.77
OI000449,O001514,P00012,4,285.5,1142.0
OI000450,O001059,P00018,1,127.1,127.1
OI000451,O000799,P00008,4,113.89,455.56
OI000452,O000846,P00024,2,368.16,736.32
OI000453,O000850,P00017,4,258.14,1032.56
OI000454,O001021,P00074,3,321.74,965.22
OI000455,O001861,P00043,1,40.89,40.89
OI000456,O001013,P00013,5,454.77,2273.85
OI000457,O000110,P00027,5,171.63,858.15
OI000458,O001252,P00022,2,245.56,491.12
OI000459,O001409,P00012,3,76.7,230.1
OI000460,O001455,P00075,1,407.83,407.83
OI000461,O000896,P00077,5,88.54,442.7
OI000462,O001229,P00062,2,340.82,681.64
OI000463,O000225,P00005,4,332.14,1328.56
OI000464,O000094,P00084,3,132.36,397.08
OI000465,O001949,P00087,4,146.9,587.6
OI000466,O000457,P00022,2,334.16,668.32
OI000467,O001918,P00082,3,235.45,706.35
OI000468,O000737,P00061,1,58.19,58.19
OI000469,O000667,P00056,5,358.55,1792.75
OI000470,O000945,P00066,5,263.57,1317.85
OI000471,O001301,P00027,5,252.17,1260.85
OI000472,O000720,P00022,1,392.56,392.56
OI000473,O000744,P00072,5,114.04,570.2
OI000474,O001090,P00064,3,487.29,1461.87
OI000475,O001873,P00041,5,99.66,498.3
OI000476,O000512,P00019,4,379.45,1517.8
OI000477,O001113,P00049,5,292.04,1460.2
OI000478,O000747,P00078,4,129.94,519.76
OI000479,O001893,P00015,3,282.03,846.09
OI000480,O001291,P00039,5,133.37,666.85
OI000481,O001303,P00022,4,499.36,1997.44
OI000482,O001138,P00073,1,37.54,37.54
OI000483,O001125,P00019,3,425.06,1275.18
OI000484,O001099,P00074,2,376.96,753.92
OI000485,O001307,P00051,3,348.18,1044.54
OI000486,O000080,P00068,1,73.97,73.97
OI000487,O000336,P00038,5,212.7,1063.5
OI000488,O001394,P00033,2,23.08,46.16
OI000489,O000836,P00030,3,466.5,1399.5
OI000490,O001569,P00058,4,28.18,112.72
OI000491,O001039,P00031,1,325.96,325.96
OI000492,O000336,P00027,1,239.83,239.83
OI000493,O001038,P00010,3,492.66,1477.98
OI000494,O000236,P00014,2,69.4,138.8
OI000495,O000703,P00081,1,94.16,94.16
OI000496,O000754,P00086,5,40.61,203.05
OI000497,O001493,P00003,4,372.04,1488.16
OI000498,O000561,P00091,3,488.18,1464.54
OI000499,O001696,P00088,1,127.84,127.84
OI000500,O001783,P00059,1,489.38,489.38
OI000501,O001166,P00003,2,491.87,983.74
OI000502,O001933,P00085,3,336.0,1008.0
OI000503,O001418,P00044,4,453.35,1813.4
OI000504,O001030,P00027,4,26.07,104.28
OI000505,O001234,P00082,4,102.06,408.24
OI000506,O000715,P00004,2,59.06,118.12
OI000507,O001222,P00038,5,496.13,2480.65
OI000508,O001073,P00011,1,312.7,312.7
OI000509,O000903,P00055,3,269.49,808.47
OI000510,O001954,P00078,3,150.54,451.62
OI000511,O001432,P00026,2,333.94,667.88
OI000512,O000077,P00048,3,289.79,869.37
OI000513,O001184,P00055,3,148.14,444.42
OI000514,O000356,P00001,4,371.13,1484.52
OI000515,O000154,P00002,2,107.58,215.16
OI000516,O001667,P00008,1,258.32,258.32
OI000517,O000421,P00070,3,492.29,1476.87
OI000518,O000161,P00078,3,280.85,842.55
OI000519,O001692,P00019,1,195.87,195.87
OI000520,O000037,P00030,3,160.62,481.86
OI000521,O000323,P00087,2,117.54,235.08
OI000522,O001690,P00001,2,405.53,811.06
OI000523,O001510,P00012,1,451.92,451.92
OI000524,O000184,P00079,3,493.55,1480.65
OI000525,O001801,P00024,3,448.22,1344.66
OI000526,O001181,P00086,2,344.82,689.64
OI000527,O000084,P00040,4,143.26,573.04
OI000528,O001501,P00046,4,202.93,811.72
OI000529,O000668,P00059,3,87.99,263.97
OI000530,O000055,P00055,2,77.82,155.64
OI000531,O001595,P00022,3,144.04,432.12
OI000532,O000904,P00001,3,411.76,1235.28
OI000533,O001910,P00094,5,260.7,1303.5
OI000534,O000272,P00032,1,302.42,302.42
OI000535,O001264,P00040,5,80.05,400.25
OI000536,O000853,P00068,4,238.51,954.04
OI000537,O000855,P00012,5,414.88,2074.4
OI000538,O001920,P00066,4,458.88,1835.52
OI000539,O001807,P00011,4,284.77,1139.08
OI000540,O000779,P00057,1,476.43,476.43
OI000541,O000620,P00061,3,35.78,107.34
OI000542,O001359,P00036,5,39.11,195.55
OI000543,O001554,P00098,1,310.19,310.19
OI000544,O000467,P00090,4,358.19,1432.76
OI000545,O001405,P00098,1,367.39,367.39
OI000546,O001215,P00020,3,477.93,1433.79
OI000547,O000265,P00028,4,374.0,1496.0
OI000548,O001277,P00043,5,25.46,127.3
OI000549,O000135,P00049,1,209.3,209.3
OI000550,O000994,P00050,5,384.26,1921.3
OI000551,O000488,P00099,1,12.06,12.06
OI000552,O000253,P00042,1,254.18,254.18
OI000553,O001132,P00030,1,441.92,441.92
OI000554,O000452,P00003,4,208.98,835.92
OI000555,O001097,P00041,5,75.39,376.95
OI000556,O000945,P00020,3,22.45,67.35
OI000557,O000591,P00071,1,489.68,489.68
OI000558,O001373,P00038,1,439.95,439.95
OI000559,O001466,P00074,3,240.16,720.48
OI000560,O001175,P00091,1,158.06,158.06
OI000561,O000875,P00090,3,69.15,207.45
OI000562,O000130,P00086,1,230.15,230.15
OI000563,O000058,P00010,1,106.88,106.88
OI000564,O001594,P00082,2,477.32,954.64
OI000565,O000854,P00023,5,351.57,1757.85
OI000566,O000532,P00002,5,35.23,176.15
OI000567,O000740,P00038,3,127.68,383.04
OI000568,O001353,P00064,5,316.55,1582.75
OI000569,O000337,P00007,3,118.81,356.43
OI000570,O000186,P00005,4,60.51,242.04
OI000571,O001173,P00025,5,351.12,1755.6
OI000572,O000987,P00095,4,237.37,949.48
OI000573,O000426,P00025,1,335.81,335.81
OI000574,O001168,P00028,4,221.54,886.16
OI000575,O001829,P00098,1,269.65,269.65
OI000576,O001187,P00046,3,217.89,653.67
OI000577,O001608,P00015,2,189.31,378.62
OI000578,O000464,P00010,5,210.75,1053.75
OI000579,O000808,P00058,4,287.57,1150.28
OI000580,O000090,P00026,4,87.51,350.04
OI000581,O000480,P00023,4,53.54,214.16
OI000582,O001455,P00080,1,341.77,341.77
OI000583,O000630,P00089,5,58.84,294.2
OI000584,O001131,P00002,4,330.73,1322.92
OI000585,O000449,P00043,3,404.3,1212.9
OI000586,O000165,P00033,2,399.11,798.22
OI000587,O000901,P00065,5,228.1,1140.5
OI000588,O000864,P00092,1,184.82,184.82
OI000589,O000181,P00074,2,437.49,874.98
OI000590,O000549,P00092,2,319.47,638.94
OI000591,O000435,P00029,3,174.59,523.77
OI000592,O000917,P00047,4,291.26,1165.04
OI000593,O001025,P00001,1,114.9,114.9
OI000594,O001851,P00088,5,386.64,1933.2
OI000595,O001508,P00079,1,320.89,320.89
OI000596,O001930,P00025,3,402.79,1208.37
OI000597,O000738,P00061,2,91.32,182.64
OI000598,O001898,P00080,5,333.16,1665.8
